fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2023-2024,Dec,31,UTTAR PRADESH,3125,BAREILLY,3503419,221.520216959174,34,1192,1549.519952325,9945,2,33525,3502871,716817,68185,2261,168,264.1497,9573.237091325,101783,124801,215774,301277,2041,259848,354966,43470,7759.567439,820630,46,40.86,15.02,101.38,NA
2023-2024,Dec,31,UTTAR PRADESH,3136,KANPUR DEHAT,1942063,221.432282256198,38,241,1372.348451083,7277,2,22891,1939883,766492,59025,1528,146,117.67426,5785.549911083,49919,58843,107401,141941,1028,143906,186141,30168,4295.5272,638968,52,37.32,14.68,101.32,NA
2023-2024,Dec,31,UTTAR PRADESH,3137,KANPUR NAGAR,1280756,225.351577962149,36,293,471.326766655,3589,0,17433,1280506,462608,43215,12790,1129,74.70269,3431.669933555,34843,40555,73783,102004,638,106946,141221,21022,2885.6404769,398881,45,36.46,14.77,102.37,NA
2023-2024,Dec,31,UTTAR PRADESH,3141,HAMIRPUR,3967352,223.149570968855,54,165,2326.240143597,5876,0,22731,3962999,748524,49162,906,60,84.71752,11254.372929597,72996,103385,129102,209232,4672,160032,261976,28607,8843.415266,1667636,61,46.36,17.79,100.99,NA
2023-2024,Dec,31,UTTAR PRADESH,3144,PRATAPGARH,6156875,220.278150757642,51,325,3366.971316471,27331,27,45827,6156862,2232641,110486,15675,575,301.92864,17231.121714771,118937,125304,239995,272462,5631,316033,361171,73158,13562.2217583,3279056,58,33.47,16.29,102.46,NA
2023-2024,Dec,31,UTTAR PRADESH,3147,GONDA,4279060,215.553235285865,45,235,2655.403921519,11431,12,39350,4276568,1029739,63563,3377,224,276.89626,12150.580864719,93348,100945,208266,239356,2394,300775,339276,50781,9218.2806832,2079812,54,29.29,24.62,100.73,NA
2023-2024,Dec,31,UTTAR PRADESH,3149,AYODHYA,3385325,218.325774418747,43,115,5231.48484447401,11604,0,22457,3384971,1212803,93362,4837,361,248.69742,12870.446414074,78696,88642,177074,242949,3241,226082,301438,34061,7390.2641496,1615455,39,31.46,26.06,100.96,NA
2023-2024,Dec,31,UTTAR PRADESH,3150,SULTANPUR,6650201,216.939191832307,52,414,6192.141821206,14819,5,47545,6646430,1576749,75179,13279,458,218.88023,20829.733578906,127083,137669,223035,260956,5832,277355,320812,62364,14418.7115277,3460328,64,23.39,16.02,102.83,NA
2023-2024,Dec,31,UTTAR PRADESH,3154,GORAKHPUR,5877166,222.019466669912,49,182,5216.30455577,7755,5,38139,5875517,1990513,100775,7650,367,358.21412,18619.31018327,117668,129193,236786,289585,7356,320777,382751,45894,13044.7915075,2781614,42,26.71,34.49,100.42,NA
2023-2024,Dec,31,UTTAR PRADESH,3156,MAU,4352441,223.997766461132,44,363,4661.723003802,12498,10,19032,4350916,1463003,85089,63554,3243,217.96505,14625.642714402,97065,110793,188086,237973,2899,244314,302124,31530,9745.95466060001,2290376,44,28.71,33.43,100.09,NA
2023-2024,Dec,31,UTTAR PRADESH,3167,AMROHA,3254689,222.399527126424,44,139,3069.276188514,8138,0,13273,3252032,786068,45254,1629,65,148.63507,10450.415048514,73879,89059,119600,165786,6096,143658,196133,21411,7232.50379,834753,28,39.24,43.23,101.24,NA
2023-2024,Dec,31,UTTAR PRADESH,3171,CHANDAULI,4423695,221.031077406068,48,228,3458.242909464,11754,6,22441,4423077,1202736,68602,22633,1069,231.15009,13465.767747064,90889,120119,147801,219512,3011,174608,254576,34195,9776.3747476,1717743,41,46.96,17.49,108.29,NA
2023-2024,Dec,31,UTTAR PRADESH,3172,KUSHI NAGAR,4557422,220.215928808386,39,588,4842.098915007,13656,5,39608,4552952,1143390,85063,30282,2057,299.12872,15167.553170007,114078,138335,231841,314678,1712,345812,464189,53264,10026.325535,1885760,44,36.34,13.27,101.78,NA
2023-2024,Dec,31,UTTAR PRADESH,3177,CHITRAKOOT,2312175,224.059056176121,46,263,2318.932117286,6011,7,22167,2312317,848830,76139,389,30,146.14973,7646.037493286,50192,68467,109648,177557,2864,131638,210094,28178,5180.955646,1070685,75,40.64,6.83,100.02,NA
2023-2024,Dec,31,UTTAR PRADESH,3179,MAHOBA,1412370,222.403733194747,52,77,2091.94285326,5024,1,12423,1412356,285286,32580,1372,123,82.85453,5315.92985326,26722,38004,61031,109697,2147,78411,136972,17447,3141.13247,559538,63,43.99,13.92,100.84,NA
2023-2024,Dec,31,UTTAR PRADESH,3183,SHAMLI,321169,217.051753778491,39,14,63.3073759,868,2,4603,329232,56023,4501,728,48,4.2874,782.1986059,8396,9770,21502,26451,162,42899,51372,5471,714.60383,103292,18,31.92,34.86,100.37,NA
2023-2024,Sep,31,UTTAR PRADESH,3112,SAHARANPUR,1170270,207.165258033772,24,125,1204.643875472,1389,3,20867,1169905,558676,83173,2507,299,41.09605,3669.376637472,48489,56824,111308,160237,226,159588,223000,22256,2423.636712,459484,29,51.34,19.05,101.24,NA
2023-2024,Sep,31,UTTAR PRADESH,3125,BAREILLY,2517901,224.768551745777,28,943,1549.519952325,6688,3,35689,2517790,521971,68116,1752,165,107.67066,7316.390731325,88199,106830,215402,300856,501,259353,359260,42377,5659.200119,617555,46,42.07,17.75,101.58,NA
2023-2024,Sep,31,UTTAR PRADESH,3129,SITAPUR,6951290,225.800871523457,39,823,8683.924149534,14931,4,77225,6951230,2380606,247685,5094,383,277.01922,24656.881291134,174105,217568,418237,601740,2186,557088,793038,92156,15695.9379216,2408741,61,27.32,22.56,103.06,NA
2023-2024,Sep,31,UTTAR PRADESH,3131,UNNAO,2628635,220.14460697229,38,171,1744.371028372,6163,0,31917,2625909,866125,86523,2979,382,107.88175,7633.049825872,67507,74998,179405,226044,838,240402,305897,38080,5780.7970475,963735,46,25.24,39.05,104.29,NA
2023-2024,Sep,31,UTTAR PRADESH,3143,FATEHPUR,3317479,219.027638972082,40,325,2730.207343256,6801,7,47491,3317267,1066134,91426,1747,96,200.92347,10196.862401756,81981,91388,184698,231093,816,243677,310545,54292,7265.7315885,1593283,69,29.61,12.25,100.42,NA
2023-2024,Sep,31,UTTAR PRADESH,3145,PRAYAGRAJ,4799377,214.812884285941,41,251,5158.5958752,15282,3,65694,4795960,1851368,198110,2306,190,223.26975,15684.2056304,115747,142518,299056,420700,1766,406867,573708,80976,10302.3400052,2477386,65,21.12,24.13,101.85,NA
2023-2024,Sep,31,UTTAR PRADESH,3146,BAHRAICH,7879854,222.14933884694,47,204,4715.113165363,15934,9,76578,7878448,1545631,85774,50926,2325,388.99643,22606.029738763,165440,191993,299774,373736,7554,373534,478104,92512,17501.9201434,3655048,66,29.24,14.15,100.93,NA
2023-2024,Sep,31,UTTAR PRADESH,3150,SULTANPUR,5030027,218.712487846954,46,249,6192.141821206,8004,5,50079,5030426,1206536,74734,10064,446,192.32458,17386.636255106,109111,117906,220480,258272,1691,273586,321945,58083,11002.1698539,2637765,63,24.13,19.09,103.29,NA
2023-2024,Sep,31,UTTAR PRADESH,3154,GORAKHPUR,4570863,224.251292896453,43,141,5216.30455577,5774,6,38600,4570745,1554625,100662,6712,366,210.07874,15676.33805327,105633,115296,236416,289199,1778,320271,384006,44374,10249.9547575,2160811,41,27.11,39.2,100.03,NA
2023-2024,Sep,31,UTTAR PRADESH,3158,JAUNPUR,7918893,215.619456097709,42,284,7059.07865753,9055,13,76940,7915760,2735345,140168,514,5,250.93822,24377.93553553,188399,196576,341493,372441,2024,434782,474545,85995,17067.918658,4148534,56,30.41,29.16,100.5,NA
2023-2024,Sep,31,UTTAR PRADESH,3161,VARANASI,1605562,217.29799219151,34,179,1313.699490364,4087,0,25431,1605432,468881,56506,8417,1044,61.22406,4863.495052364,46056,58654,102754,155979,511,140344,223094,29518,3488.571502,879749,59,24.7,14.75,100.65,NA
2023-2024,Sep,31,UTTAR PRADESH,3162,MIRZAPUR,2971729,216.275957113451,37,168,3319.594680201,8271,1,31726,2971701,1135210,129208,30895,3233,127.33676,9874.006220501,78995,101735,202027,300957,821,259712,392768,39997,6427.0747803,1497699,56,37.56,14.59,100.3,NA
2023-2024,Sep,31,UTTAR PRADESH,3165,BAGHPAT,30401,194.714121246012,18,5,61.945750358,10,4,2148,30401,7930,2250,7,13,1.5545,122.695290358,1614,1822,5608,7211,9,16552,22565,2158,59.19504,9637,10,78.91,3.41,109.93,NA
2023-2024,Sep,31,UTTAR PRADESH,3167,AMROHA,2559862,218.928754763699,37,134,3069.276188514,4259,1,15437,2558936,617593,45184,1333,65,98.88768,8770.410588514,68343,81391,119333,165463,1357,143288,198777,19696,5602.24672,670505,26,36.97,53.61,100.75,NA
2023-2024,Sep,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,4829434,222.153188831735,41,167,7355.861758793,11414,13,45879,4827536,1601207,84123,4123,215,141.29673,18221.683654793,115377,127162,201894,241293,1559,233655,276571,57293,10724.525166,2709771,57,27.57,31.04,99.99,NA
2023-2024,Sep,31,UTTAR PRADESH,3177,CHITRAKOOT,1821234,214.641598740264,40,69,2318.932117286,2722,7,24553,1821334,681114,76115,317,30,106.97238,6335.244913286,44457,60251,109531,177402,1303,131337,230814,27275,3909.340416,850898,74,42.07,6.3,99.98,NA
2023-2024,Sep,31,UTTAR PRADESH,3181,AMETHI,2738927,215.314047294095,38,127,3885.274129838,10021,0,38737,2738862,743283,71865,106,2,140.31959,9922.748341838,70339,82253,168819,228791,621,216486,295816,48758,5897.154622,1172420,61,26.18,21.77,101.49,NA
2023-2024,Sep,31,UTTAR PRADESH,3182,HAPUR,202568,202.100064704459,37,12,0,249,3,1819,202459,101872,5075,10,7,0,409.16977,5417,5853,10489,11526,80,15800,21193,2068,409.16977,84865,20,37.98,13.66,100.43,NA
2023-2024,July,31,UTTAR PRADESH,3111,RAMPUR,1843053,208.615389013224,32,160,4072.98600115901,2728,6,19861,1842688,375438,37590,626,63,77.63135,7994.74809065901,56121,62756,124063,151608,225,153100,199115,22589,3844.1307395,421479,27,29.45,29.21,103.58,NA
2023-2024,July,31,UTTAR PRADESH,3118,ALIGARH,1461189,222.441957329986,24,130,2145.177502812,1754,6,24985,1461026,365574,44893,1849,244,68.51896,5463.631294312,60867,67246,146200,176659,64,181101,260617,26739,3249.9348315,395259,23,43.5,31.11,99.97,NA
2023-2024,July,31,UTTAR PRADESH,3123,MAINPURI,1927731,208.698531190296,33,127,536.714231086,2163,3,24277,1927731,501573,49202,2649,333,81.51814,4641.378653386,57689,67080,136463,176966,330,180544,246170,26440,4023.1462823,712199,42,41.6,17.29,99.93,NA
2023-2024,July,31,UTTAR PRADESH,3125,BAREILLY,2108031,220.386217707425,25,825,639.096200085,3335,3,37592,2108031,441191,68088,1369,164,107.67066,5392.576649085,82449,99249,215290,300725,158,259182,365113,40927,4645.809789,511891,45,41.17,19.18,101.6,NA
2023-2024,July,31,UTTAR PRADESH,3131,UNNAO,1985972,214.249609866872,33,145,1102.8263016,3639,6,32633,1983810,656377,86471,2179,382,107.88175,5461.0132371,59565,65738,179201,225826,171,240092,312291,36272,4250.3051855,739418,46,18.34,46.44,102.5,NA
2023-2024,July,31,UTTAR PRADESH,3140,LALITPUR,2408412,212.802344769084,35,168,3196.292532279,5604,0,30153,2408412,513733,63566,146799,18980,92.50384,8413.953579979,68582,95387,147929,245994,635,177452,312047,35757,5125.1572077,1057746,65,26.32,25.17,100.47,NA
2023-2024,July,31,UTTAR PRADESH,3146,BAHRAICH,6612588,213.7589626996,43,181,1490.357447624,6317,10,79842,6611913,1328168,85569,45900,2324,388.99643,16012.910521024,152680,176888,298365,372230,1994,371381,503714,86159,14133.5566434,3039700,65,29.85,14.71,100.46,NA
2023-2024,July,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2100637,205.030500515301,31,106,3413.651686806,2532,2,53716,2102653,729945,94898,4433,531,172.37498,7897.106636806,67226,76197,182371,241073,151,233145,318251,56248,4311.07997,1061505,56,37.26,25.74,100.44,NA
2023-2024,July,31,UTTAR PRADESH,3179,MAHOBA,804275,208.264275278978,42,33,1592.680483485,2066,1,14445,804275,151918,32490,708,122,56.7089,3324.406883485,19138,26741,60694,109251,419,77962,139248,16511,1675.0175,329576,62,38.47,15.45,100.39,NA
2023-2024,Aug,31,UTTAR PRADESH,3119,MATHURA,1682856,217.021502906358,33,77,2220.293386578,1654,23,15573,1682174,470019,43568,2747,299,50.60362,5921.576302878,50414,62352,105352,142728,167,129808,189305,17227,3650.6792963,667931,11,50.03,23.53,99.73,NA
2023-2024,Aug,31,UTTAR PRADESH,3120,AGRA,3354833,218.974913851347,41,216,2133.874223698,2029,1,23388,3345032,945846,56793,14783,848,113.31568,9571.970843998,80147,101614,134094,185951,1278,167282,234007,25417,7324.7809403,1322239,41,51.88,20.8,100.37,NA
2023-2024,Aug,31,UTTAR PRADESH,3121,FIROZABAD,2585975,209.354607765821,41,131,3071.792085583,2622,8,20077,2594394,722503,32837,2254,131,66.80105,8570.076518183,62832,65856,102735,112165,356,130308,160760,22699,5431.4833826,1080178,31,50.09,20.51,99.89,NA
2023-2024,Aug,31,UTTAR PRADESH,3122,ETAH,1870050,218.075337284948,36,112,2247.030942617,4752,3,18253,1869784,344663,25736,516,45,81.56741,6406.136117117,50566,56187,99572,124062,298,132098,183019,23005,4077.5377645,658026,36,36.44,28.3,101.42,NA
2023-2024,Aug,31,UTTAR PRADESH,3125,BAREILLY,2319478,226.399746533865,27,859,1262.81556968,4448,3,37292,2319442,483221,68106,1568,165,107.67066,6621.69703868,85436,103123,215350,300798,286,259268,359700,41740,5251.210809,563765,45,42.68,18.42,101.63,NA
2023-2024,Aug,31,UTTAR PRADESH,3131,UNNAO,2322415,217.86644278711,36,152,1586.672118,5119,1,32353,2319923,766371,86510,2592,382,107.88175,6748.8875835,63552,70288,179349,225984,402,240326,308439,37472,5054.3337155,858439,45,22.62,42.16,104.18,NA
2023-2024,Aug,31,UTTAR PRADESH,3132,LUCKNOW,716137,222.259657020933,29,105,1349.883743982,1270,5,15774,716137,432113,72832,2052,322,88.24356,3029.810943982,24111,28159,79952,112951,54,126792,200594,17044,1591.68364,252812,36,28.23,16.25,101.77,NA
2023-2024,Aug,31,UTTAR PRADESH,3133,RAE BARELI,2309755,213.266147222488,29,199,6097.588381885,13111,2,36501,2309783,1000377,168401,1061,246,200.70787,11224.281465185,77317,92477,228894,343719,306,293278,437059,49612,4925.9852133,1065974,43,23.7,21.21,100.53,NA
2023-2024,Aug,31,UTTAR PRADESH,3135,ETAWAH,1310090,216.060808303192,32,100,1361.939677594,2225,0,17184,1309954,452755,45988,1554,149,62.35439,4254.591268394,40408,44941,101878,124181,280,123992,169955,19409,2830.2972008,368994,35,27.47,28.63,100.59,NA
2023-2024,Aug,31,UTTAR PRADESH,3136,KANPUR DEHAT,1204881,214.924027405995,29,177,1248.532261483,5808,2,23236,1204408,480074,58756,926,145,63.94561,3901.040051483,40187,46839,106658,141073,158,142840,191181,29044,2588.56218,389654,51,37.94,16.67,100.48,NA
2023-2024,Aug,31,UTTAR PRADESH,3137,KANPUR NAGAR,804558,219.452405858468,30,177,417.011637215,1332,0,18112,804852,296314,43081,8567,1128,65.30485,2248.583564815,26372,30432,73343,101502,90,106249,145079,19444,1766.2670776,253119,42,36.14,21.31,103.07,NA
2023-2024,Aug,31,UTTAR PRADESH,3140,LALITPUR,2657620,221.230155052265,37,173,4330.713461005,6545,0,29819,2657620,556700,63592,165697,18982,92.50384,10302.674147705,71194,99488,147998,246107,1067,177547,302806,36364,5879.4568467,1161553,65,27.87,24.53,100.54,NA
2023-2024,Aug,31,UTTAR PRADESH,3147,GONDA,3016566,222.215768522883,38,121,2469.308639107,4756,16,41479,3016566,748518,63441,2350,223,106.5954,9279.189359007,77973,84067,207301,238336,312,299374,380854,46235,6703.2853199,1451910,52,26.8,29.52,100.52,NA
2023-2024,Aug,31,UTTAR PRADESH,3149,AYODHYA,2206822,221.321929134269,33,86,4974.980257102,5891,0,26327,2206793,795923,93239,3067,360,123.63534,9982.73243670201,65156,72218,176737,242554,406,225614,305672,32218,4884.1168396,1067689,38,30.76,27.36,100.14,NA
2023-2024,Aug,31,UTTAR PRADESH,3161,VARANASI,1381558,220.382744667113,31,175,1181.088776264,3556,0,25546,1381428,400662,56467,7297,1044,61.22406,4286.741778264,43249,54692,102625,155831,214,140164,231430,29102,3044.428942,760976,59,24.7,14.91,100.61,NA
2023-2024,Aug,31,UTTAR PRADESH,3168,KANNAUJ,1521490,212.721295835004,32,130,945.625726264,1884,4,23004,1521490,440863,44768,73,3,79.45196,4261.610930264,46983,51722,101764,128283,211,126819,172024,24888,3236.533244,388877,44,38.44,19.19,101.28,NA
2023-2024,May,31,UTTAR PRADESH,3119,MATHURA,548585,137.071064629912,18,39,0,963,117,15514,548585,157713,43385,810,297,15.61591,767.5672099,29284,35639,104760,142047,0,128998,192297,16477,751.9512999,214429,10,40.51,20.7,99.8,NA
2023-2024,May,31,UTTAR PRADESH,3121,FIROZABAD,792435,147.528776833382,21,86,0,450,54,19393,796629,223446,32409,811,125,2.39719,1177.6542096,37419,39041,99989,109319,0,127027,163183,19843,1175.2570196,332729,30,39.52,20.65,100.02,NA
2023-2024,May,31,UTTAR PRADESH,3122,ETAH,599775,157.578864740945,19,83,0,395,19,21317,599775,116049,25586,83,45,16.91028,962.028916,31540,34604,98810,123137,3,131055,198191,21712,945.118636,215550,36,25.8,19.57,100.61,NA
2023-2024,May,31,UTTAR PRADESH,3128,KHERI,1613183,153.458868708634,22,251,0,6063,40,53987,1613183,473996,183578,24500,8748,41.19951,2516.771892,72408,86211,339502,476072,25,446543,665293,60050,2475.572382,506700,54,22.89,11.27,100.05,NA
2023-2024,May,31,UTTAR PRADESH,3133,RAE BARELI,1007949,167.947171731903,21,126,0,7125,31,40215,1007949,380159,168164,514,244,100.55017,1793.372008,47192,55142,228436,343175,2,292638,469107,47340,1692.821838,492318,42,16.84,14.37,100.61,NA
2023-2024,May,31,UTTAR PRADESH,3134,FARRUKHABAD,450285,149.246286240936,21,28,0,773,45,22662,450285,94076,24609,0,1,15.49992,687.53356,20658,22018,86514,98662,4,107088,131330,23435,672.03364,144377,43,26.63,16.07,100.03,NA
2023-2024,May,31,UTTAR PRADESH,3136,KANPUR DEHAT,310679,165.436919135185,17,90,0,1749,63,25643,310679,118271,58268,308,139,10.58577,524.563536,17982,20514,105382,139617,2,141104,195441,27392,513.977766,111543,49,23.52,13.16,100.62,NA
2023-2024,May,31,UTTAR PRADESH,3138,JALAUN,2203920,143.25938441958,28,291,0,2232,18,29529,2203920,657745,88847,313,11,42.66972,3199.9919451,78332,102479,177209,263525,64,200585,418738,31761,3157.3222251,855974,39,18.47,33.6,100.2,NA
2023-2024,May,31,UTTAR PRADESH,3139,JHANSI,1178866,144.403681902778,30,154,0,814,24,27141,1178866,363564,72805,9178,1734,31.9121,1734.2380087,38240,51159,131434,208275,63,161515,266793,27955,1702.3259087,494261,52,32.45,22.23,100.17,NA
2023-2024,May,31,UTTAR PRADESH,3148,BARABANKI,2110400,164.766179335135,26,177,0,3935,15,41469,2110384,880254,150685,211,56,43.55804,3520.7571261,78303,90303,250326,337300,40,346889,480079,45404,3477.1990861,765422,41,19.82,22.48,99.93,NA
2023-2024,May,31,UTTAR PRADESH,3155,DEORIA,1098192,146.226243311271,23,66,0,1672,160,30585,1098116,246414,44024,35613,6280,43.53978,1649.273554,46807,49214,155090,176839,3,199482,239306,32257,1605.733774,467229,27,35.93,23.26,99.94,NA
2023-2024,May,31,UTTAR PRADESH,3160,GHAZIPUR,1829086,124.73844527201,22,110,0,1286,68,55832,1824898,400490,112684,18216,3871,42.6145,2318.963893,82471,92965,322532,426361,5,404771,576104,57118,2276.349393,890371,56,25.73,17.17,99.8,NA
2023-2024,May,31,UTTAR PRADESH,3169,AURAIYA,335349,150.482100015806,17,22,0,3101,36,13605,335307,133396,46983,1227,375,20.2702,524.8472151,19027,20871,85288,107215,1,114658,213460,16706,504.5770151,100088,38,22.45,3.63,100.29,NA
2023-2024,May,31,UTTAR PRADESH,3171,CHANDAULI,1199548,132.031497330661,25,84,0,4357,103,25996,1199548,340899,68116,6638,1050,33.86092,1617.6421056,46675,59284,144865,215960,76,170283,285978,30353,1583.7811856,483090,39,41.98,10.84,105.74,NA
2023-2024,April,31,UTTAR PRADESH,3115,MEERUT,38499,126.489908828801,14,7,0,11,291,6585,38499,14165,14151,8,156,0.15906,48.85641,2573,2781,27158,32074,0,43347,69090,6596,48.69735,15440,13,14.18,2.97,100.71,NA
2023-2024,April,31,UTTAR PRADESH,3132,LUCKNOW,112160,139.795417261056,16,33,0,252,75,16149,112160,54893,72572,337,316,0.59381,157.38835,6925,7954,79551,112481,0,126292,252694,16401,156.79454,48063,34,9.78,6.34,103.09,NA
2023-2024,April,31,UTTAR PRADESH,3134,FARRUKHABAD,159962,104.678704942424,17,13,0,351,139,22251,159962,30832,24572,0,1,4.80286,172.24901,9382,10132,86378,98497,0,106911,133842,22602,167.44615,61773,42,26.25,5.9,100,NA
2023-2024,April,31,UTTAR PRADESH,3146,BAHRAICH,1385526,96.9869233778363,20,69,0,1368,195,67316,1385526,263187,85040,15790,2321,22.75252,1366.53156,68100,76625,294842,368327,1,366706,551877,68684,1343.77904,643901,64,14.4,5.94,100.53,NA
2023-2024,April,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,1440623,77.5062975404777,16,77,0,1052,310,35518,1440483,341903,82742,45,14,2.6228,1119.08784,86877,92609,302141,354496,0,365005,467290,36570,1116.46504,814555,22,14.51,13.45,99.84,NA
2023-2024,April,31,UTTAR PRADESH,3162,MIRZAPUR,519277,119.756934275926,18,44,0,1332,90,34676,519277,184087,128482,5094,3196,2.44369,624.3139056,27607,34014,200056,298667,0,256793,434360,36008,621.8702156,265753,55,20.12,7.88,99.86,NA
2023-2024,April,31,UTTAR PRADESH,3168,KANNAUJ,207141,139.44272645203,16,39,0,262,48,22177,207141,52002,44273,0,3,0,288.843058,12617,13408,99793,126202,0,124478,198360,22439,288.843058,71206,47,25.23,6.32,100.63,NA
2023-2024,April,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,712847,78.8630581442165,17,41,0,1272,178,46837,712831,240172,83977,400,215,5.71398,567.874306,40822,43621,201347,240730,0,232672,290694,48109,562.160326,403456,55,12.6,14.17,99.81,NA
2023-2024,April,31,UTTAR PRADESH,3181,AMETHI,422958,133.397042259515,19,43,0,653,41,39642,422958,102230,71439,0,2,2.34164,566.555102,21223,24662,167035,226696,0,214272,344650,40295,564.213462,188679,55,13.57,16.37,100.57,NA
2023-2024,March,31,UTTAR PRADESH,3110,MORADABAD,3590574,230.94525611988,47,198,2429.328066589,6249,2,15600,3528133,677409,38709,2546,132,303.09398,10880.477839689,74701,88666,133558,179595,3016,175265,240703,21849,8148.0557931,989175,29,58.46,12.2,102.28,NA
2023-2024,March,31,UTTAR PRADESH,3112,SAHARANPUR,2077071,228.870255145545,35,163,1585.365459472,5142,3,19533,2112167,992698,83294,4324,301,241.27324,6660.760701472,58896,71546,111632,160755,2106,160095,219230,24675,4834.122002,822619,29,45.08,19.1,101.26,NA
